user_id,avg_days_between_orders
1,17.27272727
2,15.2
3,11.07692308
4,14.16666667
5,9.2
6,10
7,9.952380952
8,17.5
9,16.5
10,18.16666667
11,16.375
12,21.66666667
13,7.076923077
14,19.71428571
15,10.17391304
16,16.57142857
17,7.804878049
18,5
19,8.4
20,9
21,10.14705882
22,11.9375
23,14.8
24,13.89473684
25,22.5
26,11.23076923
27,4.37804878
28,11.08
29,11
30,19.22222222
31,5.285714286
32,18.5
33,19
34,18.33333333
35,19.2
36,9.289473684
37,12.95833333
38,20.07692308
39,9.875
40,11.2
41,22.16666667
42,13.05882353
43,10.83333333
44,22.5
45,12.6
46,16.5
47,8
48,19
49,22.11111111
50,5.352941176
51,11.5
52,8.535714286
53,11.5
54,4.666666667
55,17
56,6.461538462
57,7.533333333
58,8.5625
59,14.63636364
60,22.66666667
61,18.2
62,15.27272727
63,9
64,10.63636364
65,13.06666667
66,24.71428571
67,7.16
68,24.42857143
69,9.333333333
70,18.5
71,13.79166667
72,15.23076923
73,20.375
74,13.33333333
75,8.375
76,19
77,13.53846154
78,12.71428571
79,17.375
80,8.615384615
81,18.375
82,10.7
83,17.14285714
84,19.22222222
85,14.375
86,18.33333333
87,9.857142857
88,16
89,8.761904762
90,3.402777778
91,9.4375
92,20
93,11.86666667
94,14.7
95,18.77777778
96,11.88235294
97,17
98,19.6
99,17
100,22.33333333
101,13.85714286
102,22.14285714
103,11.66666667
104,14.33333333
105,18.875
106,7
107,15.125
108,17.375
109,17.28571429
110,15
111,15.5
112,7.62962963
113,13.5
114,5.4
115,15.07692308
116,10.71428571
117,17.83333333
118,12.82142857
119,13.75
120,16
121,18.63636364
122,8.4
123,18.54545455
124,14.11111111
125,10.92857143
126,21.90909091
127,12.33333333
128,15
129,8.75
130,18
131,17.4
132,3.28
133,6.333333333
134,19
135,10.6
136,12.6
137,19
138,10.78787879
139,10
140,4.74025974
141,6.2
142,7
143,7.466666667
144,6.375
145,6.222222222
146,8.853658537
147,15.78571429
148,8.625
149,15.875
150,10.15625
151,6.083333333
152,5.484848485
153,10.5
154,9.277777778
155,14.65217391
156,7
157,4
158,14.5
159,19.2
160,13.38461538
161,15.85714286
162,5.133333333
163,8.333333333
164,15.72727273
165,19.5
166,19.57142857
167,14.5
168,8.304347826
169,17
170,22.5
171,8.857142857
172,10.42857143
173,5.911111111
174,10.78571429
175,5.041666667
176,19.71428571
177,6.133333333
178,11.5
179,15.83333333
180,21.57142857
181,19.27272727
182,12.03703704
183,12.2
184,21.58333333
185,25
186,11.125
187,6.666666667
188,5.833333333
189,13.58333333
190,13.83333333
191,3.8
192,24.83333333
193,15.33333333
194,14.4
195,5.389830508
196,16.5
197,3.428571429
198,12.33333333
199,11.75
200,19.8
201,8.625
202,17.92857143
203,15
204,6.186440678
205,13.23076923
206,11.96551724
207,18.5
208,9.157894737
209,12.05
210,3.3
211,5.8
212,13.69230769
213,14.16666667
214,11.25
215,21.83333333
216,13.88888889
217,17.16666667
218,12.28571429
219,9.970588235
220,17.11764706
221,11.125
222,5.14084507
223,7.28
224,13.25
225,14.16666667
226,13.54545455
227,8.46875
228,6.4
229,13
230,19.36363636
231,11.75
232,7.621621622
233,8.076923077
234,8.488372093
235,10.86363636
236,5.804347826
237,7.666666667
238,12.71428571
239,16.16666667
240,19.16666667
241,11.13333333
242,11.64705882
243,11.82142857
244,13.25
245,23.33333333
246,11.33333333
247,18.16666667
248,6.06779661
249,6.4
250,16.91666667
251,14.09090909
252,20.8
253,9
254,4.083333333
255,15.4
256,17.15789474
257,4.285714286
258,8.36
259,9.75
260,10
261,3.333333333
262,7.130434783
263,6.5
264,11.1
265,15.375
266,11.16666667
267,21.3
268,19.9
269,22.5
270,11.69565217
271,17.8125
272,13.6
273,13.7
274,17.46666667
275,10.33333333
276,13.6
277,9.5
278,2.797101449
279,17.73333333
280,8.404761905
281,9.419354839
282,13.5
283,17.16666667
284,17.41176471
285,17.4
286,9.5
287,5.533333333
288,20
289,6.88
290,7
291,10.2
292,18.11111111
293,18.33333333
294,12
295,5.166666667
296,5.428571429
297,21.75
298,13.75
299,17.1
300,6
301,12.73684211
302,11.54545455
303,12.77777778
304,7.88372093
305,24
306,13.64
307,10.31428571
308,8.75
309,0.961538462
310,3.3
311,8.25
312,15.4
313,1.71
314,21.5
315,11.8
316,10.59090909
317,11.8
318,13.625
319,3.444444444
320,12.5
321,10.70588235
322,16.73333333
323,2.416666667
324,16.83333333
325,15.125
326,12
327,5.421875
328,14.38461538
329,16.33333333
330,22
331,22.55555556
332,8.230769231
333,17.33333333
334,5.578125
335,14.57142857
336,4
337,19.69230769
338,21.83333333
339,10.25
340,8.333333333
341,16
342,16.41176471
343,20
344,14.4
345,19.75
346,20.85714286
347,7.25
348,10.48275862
349,12.5
350,7.466666667
351,12.4
352,20.72727273
353,13.66666667
354,21
355,14.85714286
356,12
357,11.55555556
358,21.625
359,16.625
360,2.75
361,13.42857143
362,9.916666667
363,9.153846154
364,13.52631579
365,9.25
366,9.5
367,18.6
368,17.2
369,14.58823529
370,9.357142857
371,13.75
372,19.61538462
373,6.033898305
374,18.35294118
375,17.625
376,18.11111111
377,15.75
378,21.22222222
379,10.05
380,13.15384615
381,13.11764706
382,10.06666667
383,17.9
384,17.6
385,23
386,16.4
387,10.22222222
388,21.72727273
389,11.53846154
390,13.17391304
391,7.333333333
392,14.28571429
393,17.45454545
394,22.5
395,15.5
396,14.36842105
397,3.5
398,6.703703704
399,9.5
400,22.5
401,11.6
402,10.8
403,10.72727273
404,11.57142857
405,18.66666667
406,13.6
407,13.4
408,22.4
409,4.172413793
410,5.931034483
411,18.16666667
412,17
413,7.619047619
414,20
415,14.28571429
416,20.75
417,18.2
418,19.77777778
419,9.76
420,10.65217391
421,16
422,8.964285714
423,8.488372093
424,14.8
425,12.875
426,14.92857143
427,18.66666667
428,22.5
429,11.53333333
430,9.222222222
431,7.7
432,6.358490566
433,16
434,9
435,13.42857143
436,9.058823529
437,15.7
438,8
439,17.4
440,8.105263158
441,20.06666667
442,17.07692308
443,13.18181818
444,5.488372093
445,17.4
446,21.33333333
447,15.16666667
448,9.882352941
449,9.681818182
450,15.83333333
451,9
452,5.52
453,17
454,6.290909091
455,3.125
456,15.57142857
457,14.8
458,13.93333333
459,11.375
460,20.75
461,23.6
462,5.616666667
463,16.625
464,7.28
465,8.048780488
466,11.125
467,8.833333333
468,23.28571429
469,20.66666667
470,7.117647059
471,9.285714286
472,20.8
473,7.083333333
474,7.533333333
475,9.137931034
476,15.11764706
477,9.8
478,16.88888889
479,13.375
480,3.769230769
481,9.722222222
482,14.6
483,13.5
484,21.72727273
485,11.15384615
486,18.69230769
487,9.558823529
488,20.71428571
489,15
490,14.75
491,20.5
492,8.166666667
493,10.125
494,14.25
495,12.88
496,3.373493976
497,10.7
498,18.92307692
499,4.285714286
500,11.75
501,21.28571429
502,15.375
503,9.72972973
504,20
505,15.5
506,20.4
507,8
508,11.05
509,18.5
510,5.1
511,18.83333333
512,16.2
513,9.5
514,8.166666667
515,11.8
516,3.882978723
517,7.2
518,20.33333333
519,14.18181818
520,10.83333333
521,19.85714286
522,21
523,18.69230769
524,22
525,9.72972973
526,13.8
527,22
528,10.11428571
529,6.254901961
530,5.25
531,11.4
532,18.8
533,17
534,15
535,8.413793103
536,19
537,11.5
538,12.62962963
539,16.77777778
540,11.66666667
541,18.66666667
542,11
543,12.41666667
544,12.6
545,9.6
546,22.42857143
547,5.272727273
548,16.625
549,15.36363636
550,10.8
551,18.90909091
552,12
553,18.7
554,22
555,17
556,2.25
557,21.16666667
558,6.928571429
559,11.91304348
560,7.514285714
561,16.6
562,4.480769231
563,9.666666667
564,21.4
565,14.33333333
566,18.42857143
567,14.36363636
568,13.63636364
569,22.5
570,14.85714286
571,16.71428571
572,6
573,12.875
574,13.91666667
575,17.6
576,23
577,11.5
578,13.25
579,21.25
580,14.63636364
581,22.5
582,14.45454545
583,9.542857143
584,10.77777778
585,17.66666667
586,16.4
587,11.61538462
588,11.89473684
589,11.8
590,10
591,3
592,17
593,15.44444444
594,23.5
595,21.375
596,5.538461538
597,20.125
598,9.625
599,5.242424242
600,7.75
601,14.1
602,7
603,18.16666667
604,12.07142857
605,15.83333333
606,9.451612903
607,15.09090909
608,17.28571429
609,17.26315789
610,8.5
611,13
612,8.55
613,7.307692308
614,20
615,20.4
616,10.5862069
617,6.454545455
618,10.42857143
619,18.4
620,24.66666667
621,18
622,20.16666667
623,17.75
624,19.14285714
625,13.25
626,2.715789474
627,22.5
628,19.75
629,20.25
630,8.261904762
631,16.625
632,13.33333333
633,18.6
634,12.25
635,14.16666667
636,12.36363636
637,12.83333333
638,13.52380952
639,9.75
640,7.75
641,7.933333333
642,17.57142857
643,17.3
644,4.75
645,6.55
646,6.368421053
647,11.7
648,19.2
649,7.891304348
650,14.4
651,5.666666667
652,3.572916667
653,11.57692308
654,7.555555556
655,4.620253165
656,17.25
657,9.032258065
658,10.81818182
659,15.75
660,19.3
661,11.8
662,12.84615385
663,13.8
664,20.75
665,12.5
666,22.5
667,4.434210526
668,16.8
669,7.827586207
670,16.33333333
671,22.33333333
672,13.63157895
673,16
674,6
675,20
676,20
677,17.16666667
678,11.04545455
679,18.66666667
680,16.71428571
681,9
682,12.1
683,17.14285714
684,6.925925926
685,16.4
686,13.5
687,12.55
688,4.171875
689,22.5
690,3.36
691,13.17391304
692,18.16666667
693,11.16666667
694,20.11111111
695,3.25
696,8.974358974
697,14.33333333
698,23.83333333
699,9.594594595
700,2
701,22.5
702,11.2962963
703,6.5
704,13.28571429
705,15.28571429
706,16.27272727
707,17.92307692
708,19.4
709,5.666666667
710,14.94117647
711,10.66666667
712,24
713,12
714,16.0625
715,14.5
716,9.4
717,8.25
718,22
719,4.95890411
720,14
721,9.947368421
722,14.55555556
723,18
724,16.75
725,11.8
726,16.75
727,15.86363636
728,16.47368421
729,6.066666667
730,17.16666667
731,13.4
732,8.69047619
733,15.6
734,12.875
735,7
736,18
737,10.625
738,22.25
739,22.5
740,6.833333333
741,7.566666667
742,16.78571429
743,13.33333333
744,18.33333333
745,7.3
746,14.22222222
747,18.5
748,11
749,10.6
750,16.5
751,25.42857143
752,15.75
753,22.5
754,19.07142857
755,9.615384615
756,8.545454545
757,12.66666667
758,9.558823529
759,19
760,8.8
761,16.77777778
762,7.361702128
763,16
764,6.75
765,17.83333333
766,5
767,7.4375
768,6.941176471
769,16.30769231
770,18.4
771,17.25
772,4.181818182
773,16.8
774,9.818181818
775,19.33333333
776,17
777,12.7037037
778,4.139534884
779,21.28571429
780,5.736842105
781,17.375
782,22.4
783,18.75
784,16
785,20.63636364
786,3.15
787,7.463414634
788,20.75
789,22.66666667
790,9.4
791,3.666666667
792,7.777777778
793,16.83333333
794,21.33333333
795,16.92307692
796,14.375
797,16.63157895
798,11.53846154
799,6.5625
800,11.63636364
801,12.66666667
802,4.714285714
803,18
804,16.5
805,24
806,14
807,9.181818182
808,15.25
809,6.545454545
810,14.5
811,17.875
812,7.166666667
813,22.5
814,14
815,6.75
816,17.6
817,19.4375
818,5.114285714
819,10.6
820,14.2
821,10.75
822,16.75
823,16.57142857
824,14
825,19.1
826,12.75
827,18.625
828,17.57142857
829,9.25
830,19.71428571
831,14.9
832,23
833,19.41666667
834,11.36363636
835,18.6
836,16.21428571
837,5.6
838,11.625
839,10.77777778
840,17.7
841,17.8125
842,10.38461538
843,21.6
844,14.57894737
845,6.391304348
846,11.8
847,9.473684211
848,5.681818182
849,6.166666667
850,8.625
851,7.857142857
852,9.578947368
853,8.473684211
854,3.583333333
855,17
856,13.2
857,7.425531915
858,9.612903226
859,6.75
860,13.25
861,18
862,10.25
863,18.81818182
864,9.733333333
865,15.25
866,15.34782609
867,22.33333333
868,4.244186047
869,13
870,8.111111111
871,24.875
872,20
873,7.444444444
874,7.5
875,7
876,11.8
877,22.53846154
878,5.714285714
879,6.245614035
880,3.2
881,14.16666667
882,10
883,16.23076923
884,19.75
885,12.90909091
886,12.39130435
887,15.44444444
888,3.9375
889,20.83333333
890,12.19047619
891,18.1875
892,6.384615385
893,9.103448276
894,5.343283582
895,16.66666667
896,10.88888889
897,15.6
898,6.283018868
899,2.363636364
900,10.5
901,16.2
902,13
903,14.625
904,21.88888889
905,11.2
906,20.8
907,9.5
908,18.66666667
909,10.5
910,7.153846154
911,8.75
912,5.625
913,12.85714286
914,7.911764706
915,17.2
916,19.71428571
917,6.769230769
918,14.2
919,15.90909091
920,9.4
921,19.76923077
922,19.75
923,12.30769231
924,20.26666667
925,8
926,10.375
927,3.4
928,14
929,5.75
930,16.2
931,19.75
932,10.0625
933,10.51515152
934,20
935,14.42105263
936,23.71428571
937,13.27272727
938,20.4
939,19.42857143
940,15.5
941,6.2
942,5.4
943,14
944,8.75
945,17.7
946,17.94736842
947,8.875
948,17.1
949,15.66666667
950,16.4375
951,18.75
952,16
953,14.3
954,16.91666667
955,7.5
956,17.75
957,5.515151515
958,8.842105263
959,22
960,7.1
961,7.22
962,12.60714286
963,4.489795918
964,2.25
965,15.66666667
966,11
967,24
968,6.169491525
969,13
970,11.28571429
971,14.04
972,9.086956522
973,11.80769231
974,24.28571429
975,11.1875
976,4.8
977,13.57142857
978,16.2
979,16.53333333
980,7.617021277
981,3.571428571
982,22.35714286
983,18.28571429
984,2.098039216
985,13.9
986,8.666666667
987,16.25
988,18.5
989,9
990,12.6
991,11.83333333
992,15.5
993,13.85714286
994,15.90909091
995,8.888888889
996,15.6
997,16.16666667
998,7.888888889
999,8.615384615
1000,11.75
1001,23.16666667
1002,14.47368421
1003,7.777777778
1004,6.017857143
1005,12.81818182
1006,21.4
1007,9
1008,12.42857143
1009,15.05
1010,18.4
1011,20
1012,9.222222222
1013,8.45
1014,20.71428571
1015,15.08333333
1016,12
1017,20
1018,4.126436782
1019,20.7
1020,9.6
1021,9.393939394
1022,4.265822785
1023,5.6875
1024,0.66
1025,18
1026,9.833333333
1027,5.666666667
1028,19.75
1029,10.88888889
1030,22.5
1031,24.1
1032,22.5
1033,15.6
1034,14.85714286
1035,10.5
1036,6.25
1037,18.375
1038,14.13333333
1039,18.71428571
1040,8.555555556
1041,8.1875
1042,13.75
1043,21.6
1044,9.888888889
1045,16.75
1046,15.75
1047,18.69230769
1048,10.5
1049,11.72222222
1050,11.11111111
1051,9.384615385
1052,9.952380952
1053,15.2
1054,17.83333333
1055,5.6875
1056,17.52941176
1057,10
1058,8.25
1059,7.194444444
1060,16.54545455
1061,16.5
1062,7.923076923
1063,19.25
1064,17.75
1065,18.83333333
1066,4.236363636
1067,12.10526316
1068,16.75
1069,22.14285714
1070,21.6
1071,9.777777778
1072,6.0625
1073,20.83333333
1074,11
1075,2.869047619
1076,21.625
1077,12.61538462
1078,5.555555556
1079,19.33333333
1080,6.538461538
1081,9.125
1082,21.22222222
1083,11.61904762
1084,8.823529412
1085,16.5
1086,3.333333333
1087,24
1088,14.875
1089,11.5
1090,2
1091,19.33333333
1092,5
1093,14.33333333
1094,12.33333333
1095,10.625
1096,7.35
1097,22
1098,18
1099,9
1100,7.875
1101,13.45833333
1102,19.9
1103,10.375
1104,9.375
1105,7
1106,10.22222222
1107,7.696969697
